"SP","Y","mean_LA"
"Kunzea ambigua",1992,-37.4790529411765
"Kunzea ambigua",1993,-36.93955
"Kunzea ambigua",1994,-35.4872
"Kunzea ambigua",1995,-36.095664
"Kunzea ambigua",1996,-37.81844
"Kunzea ambigua",1997,-38.8881813636364
"Kunzea ambigua",1998,-38.491263908046
"Kunzea ambigua",1999,-37.128518
"Kunzea ambigua",2000,-37.2469433333333
"Kunzea ambigua",2003,-39.98444
"Kunzea ambigua",2004,-36.62083
"Kunzea ambigua",2005,-37.757085
"Kunzea ambigua",2006,-33.680775
"Kunzea ambigua",2007,-36.58729
"Kunzea ambigua",2008,-37.69028
"Kunzea ambigua",2009,-38.40134
"Kunzea ambigua",2010,-33.7478
"Kunzea ambigua",2011,-35.0659385
"Kunzea ambigua",2012,-38.14641
"Kunzea ambigua",2014,-37.76321
"Kunzea ambigua",2015,-39.03828
"Kunzea ambigua",2016,-36.2254803333333
"Kunzea ambigua",2017,-36.193985
"Kunzea ambigua",2018,-34.023741
"Kunzea ambigua",2019,-37.37479
"Lepidosperma laterale",1973,-28.9852914285714
"Lepidosperma laterale",1974,-32.402
"Lepidosperma laterale",1975,-26.1328128571429
"Lepidosperma laterale",1976,-28.3926934
"Lepidosperma laterale",1977,-27.6078073333333
"Lepidosperma laterale",1978,-29.461706
"Lepidosperma laterale",1979,-33.3581018333333
"Lepidosperma laterale",1980,-29.5982335
"Lepidosperma laterale",1981,-26.6657142857143
"Lepidosperma laterale",1982,-29.513889
"Lepidosperma laterale",1983,-25.9166906666667
"Lepidosperma laterale",1984,-31.9434291538462
"Lepidosperma laterale",1985,-32.745425
"Lepidosperma laterale",1986,-31.0980952857143
"Lepidosperma laterale",1987,-27.5739156
"Lepidosperma laterale",1988,-27.314187
"Lepidosperma laterale",1989,-31.0974798
"Lepidosperma laterale",1990,-12.740161
"Lepidosperma laterale",1991,-26.326518875
"Lepidosperma laterale",1992,-27.2801744
"Lepidosperma laterale",1993,-30.9163686
"Lepidosperma laterale",1994,-31.0649990277778
"Lepidosperma laterale",1995,-31.04735678125
"Lepidosperma laterale",1996,-32.6346254285714
"Lepidosperma laterale",1997,-16.940131
"Lepidosperma laterale",1998,-28.3569476666667
"Lepidosperma laterale",1999,-28.2489243448276
"Lepidosperma laterale",2000,-28.8610205333333
"Lepidosperma laterale",2001,-22.1419535
"Lepidosperma laterale",2002,-26.6405885
"Lepidosperma laterale",2003,-27.6229977142857
"Lepidosperma laterale",2004,-29.9223134
"Lepidosperma laterale",2005,-27.9906116666667
"Lepidosperma laterale",2006,-25.168255
"Lepidosperma laterale",2007,-31.0141
"Lepidosperma laterale",2008,-33.7464
"Lepidosperma laterale",2009,-32.9233284285714
"Lepidosperma laterale",2010,-35.3014651428571
"Lepidosperma laterale",2011,-26.099795
"Lepidosperma laterale",2012,-32.31779
"Lepidosperma laterale",2013,-25.8267115
"Lepidosperma laterale",2014,-22.0776
"Lepidosperma laterale",2015,-25.8224323333333
"Lepidosperma laterale",2016,-30.6959945
"Lepidosperma laterale",2017,-28.0539785
"Lepidosperma laterale",2021,-36.3102
"Leptospermum laevigatum",1972,-38.371815
"Leptospermum laevigatum",1973,-36.8466075
"Leptospermum laevigatum",1974,-38.416571
"Leptospermum laevigatum",1975,-36.10933
"Leptospermum laevigatum",1976,-38.1132431818182
"Leptospermum laevigatum",1977,-38.011207037037
"Leptospermum laevigatum",1978,-37.852860952381
"Leptospermum laevigatum",1979,-37.7991813793103
"Leptospermum laevigatum",1980,-37.8374741304348
"Leptospermum laevigatum",1981,-38.3126252941176
"Leptospermum laevigatum",1982,-37.506140625
"Leptospermum laevigatum",1983,-38.108775
"Leptospermum laevigatum",1984,-37.9796494736842
"Leptospermum laevigatum",1985,-36.7872575
"Leptospermum laevigatum",1986,-38.0772472527473
"Leptospermum laevigatum",1987,-38.0742209090909
"Leptospermum laevigatum",1988,-36.79675375
"Leptospermum laevigatum",1989,-38.4496443076923
"Leptospermum laevigatum",1990,-38.2744950847458
"Leptospermum laevigatum",1991,-37.976095625
"Leptospermum laevigatum",1992,-38.1714746153846
"Leptospermum laevigatum",1993,-38.2762673684211
"Leptospermum laevigatum",1994,-38.4508108333333
"Leptospermum laevigatum",1995,-38.3026903636364
"Leptospermum laevigatum",1996,-38.5677213173653
"Leptospermum laevigatum",1997,-38.7541460714286
"Leptospermum laevigatum",1998,-38.7445154320988
"Leptospermum laevigatum",1999,-38.5750366949153
"Leptospermum laevigatum",2000,-38.3830664
"Leptospermum laevigatum",2001,-38.0748927604167
"Leptospermum laevigatum",2002,-38.0357451401869
"Leptospermum laevigatum",2003,-38.0517996111111
"Leptospermum laevigatum",2004,-38.1471403333333
"Leptospermum laevigatum",2005,-38.1915712280702
"Leptospermum laevigatum",2006,-38.2733269306931
"Leptospermum laevigatum",2007,-38.2206678947368
"Leptospermum laevigatum",2008,-38.2038904651163
"Leptospermum laevigatum",2009,-38.2695236538462
"Leptospermum laevigatum",2010,-38.3064744186047
"Leptospermum laevigatum",2011,-38.046605
"Leptospermum laevigatum",2012,-38.3884516666667
"Leptospermum laevigatum",2013,-38.3869220689655
"Leptospermum laevigatum",2014,-37.647845
"Leptospermum laevigatum",2015,-38.2438715789474
"Leptospermum laevigatum",2016,-38.243887
"Leptospermum laevigatum",2017,-38.269715862069
"Leptospermum laevigatum",2018,-38.267575625
"Leptospermum laevigatum",2019,-38.3259111111111
"Leptospermum laevigatum",2020,-38.3250525
"Leptospermum polygalifolium",1972,-26.3739378333333
"Leptospermum polygalifolium",1973,-28.2860568
"Leptospermum polygalifolium",1974,-27.2973186666667
"Leptospermum polygalifolium",1975,-24.2743265714286
"Leptospermum polygalifolium",1976,-33.0521333333333
"Leptospermum polygalifolium",1977,-27.8109934
"Leptospermum polygalifolium",1978,-25.3420278
"Leptospermum polygalifolium",1979,-33.6071333333333
"Leptospermum polygalifolium",1980,-27.9022438
"Leptospermum polygalifolium",1981,-31.34733
"Leptospermum polygalifolium",1982,-33.7017
"Leptospermum polygalifolium",1983,-29.3250265
"Leptospermum polygalifolium",1984,-22.7605903333333
"Leptospermum polygalifolium",1985,-28.5558715
"Leptospermum polygalifolium",1986,-29.696348375
"Leptospermum polygalifolium",1987,-33.78585
"Leptospermum polygalifolium",1988,-28.997115
"Leptospermum polygalifolium",1989,-27.6659002222222
"Leptospermum polygalifolium",1990,-25.7219465454545
"Leptospermum polygalifolium",1991,-28.9626153
"Leptospermum polygalifolium",1992,-27.6938804782609
"Leptospermum polygalifolium",1993,-26.1322462058824
"Leptospermum polygalifolium",1994,-27.9515947272727
"Leptospermum polygalifolium",1995,-26.6355362857143
"Leptospermum polygalifolium",1996,-24.29862725
"Leptospermum polygalifolium",1997,-26.769135
"Leptospermum polygalifolium",1998,-27.0570245
"Leptospermum polygalifolium",1999,-26.5949908333333
"Leptospermum polygalifolium",2000,-23.3881662
"Leptospermum polygalifolium",2001,-27.2211983333333
"Leptospermum polygalifolium",2002,-25.5370215
"Leptospermum polygalifolium",2003,-27.8863523333333
"Leptospermum polygalifolium",2004,-35.7806
"Leptospermum polygalifolium",2005,-31.9354248888889
"Leptospermum polygalifolium",2006,-29.3201917142857
"Leptospermum polygalifolium",2007,-27.995588
"Leptospermum polygalifolium",2009,-25.4348905714286
"Leptospermum polygalifolium",2010,-33.5392
"Leptospermum polygalifolium",2011,-30.7658435
"Leptospermum polygalifolium",2012,-27.263611
"Leptospermum polygalifolium",2013,-25.2141271666667
"Leptospermum polygalifolium",2014,-22.6199444
"Leptospermum polygalifolium",2015,-25.991486
"Leptospermum polygalifolium",2016,-33.7195
"Leptospermum polygalifolium",2017,-30.521102
"Leptospermum polygalifolium",2018,-30.158762
"Leptospermum polygalifolium",2019,-34.07522
"Leptospermum polygalifolium",2020,-28.252752
"Maireana sclerolaenoides",1972,-31
"Maireana sclerolaenoides",1973,-34
"Maireana sclerolaenoides",1977,-35.120725
"Maireana sclerolaenoides",1978,-35.96683
"Maireana sclerolaenoides",1979,-29.515925
"Maireana sclerolaenoides",1980,-24.05
"Maireana sclerolaenoides",1981,-36.07114
"Maireana sclerolaenoides",1983,-34.675925
"Maireana sclerolaenoides",1984,-33.72
"Maireana sclerolaenoides",1985,-35.0643875
"Maireana sclerolaenoides",1986,-34.7270940506329
"Maireana sclerolaenoides",1988,-34.3950466666667
"Maireana sclerolaenoides",1989,-34.56934
"Maireana sclerolaenoides",1990,-31.375
"Maireana sclerolaenoides",1991,-34.64139
"Maireana sclerolaenoides",1993,-34.7088883333333
"Maireana sclerolaenoides",1994,-34.52639
"Maireana sclerolaenoides",1995,-34.859955
"Maireana sclerolaenoides",1996,-34.68314
"Maireana sclerolaenoides",1998,-33.9956466666667
"Maireana sclerolaenoides",1999,-34.2564404651163
"Maireana sclerolaenoides",2000,-33.9496434939759
"Maireana sclerolaenoides",2001,-34.41544
"Maireana sclerolaenoides",2002,-34.2913526315789
"Maireana sclerolaenoides",2003,-34.7830452941176
"Maireana sclerolaenoides",2004,-33.9127285714286
"Maireana sclerolaenoides",2005,-33.1477636
"Maireana sclerolaenoides",2006,-37.452796
"Maireana sclerolaenoides",2007,-29.919784
"Maireana sclerolaenoides",2008,-34.503195
"Maireana sclerolaenoides",2010,-32.2595933333333
"Maireana sclerolaenoides",2011,-33.7850418181818
"Maireana sclerolaenoides",2012,-34.3972384210526
"Maireana sclerolaenoides",2013,-34.187675
"Maireana sclerolaenoides",2014,-31.024444
"Maireana sclerolaenoides",2015,-33.2778575
"Maireana sclerolaenoides",2016,-23.995953
"Maireana sclerolaenoides",2017,-33.5158750909091
"Maireana sclerolaenoides",2018,-34.76104
"Melaleuca armillaris",1973,-37.567555
"Melaleuca armillaris",1976,-38.12125
"Melaleuca armillaris",1977,-34.6
"Melaleuca armillaris",1979,-37.5488691176471
"Melaleuca armillaris",1980,-37.5812085714286
"Melaleuca armillaris",1983,-37.6810425
"Melaleuca armillaris",1984,-36.9467375
"Melaleuca armillaris",1985,-37.4799466666667
"Melaleuca armillaris",1986,-37.51104375
"Melaleuca armillaris",1987,-35.9075
"Melaleuca armillaris",1988,-37.5481783333333
"Melaleuca armillaris",1989,-37.000975
"Melaleuca armillaris",1990,-37.9110125
"Melaleuca armillaris",1991,-37.6431589285714
"Melaleuca armillaris",1992,-37.79075
"Melaleuca armillaris",1993,-38.41083
"Melaleuca armillaris",1995,-37.60296
"Melaleuca armillaris",1996,-37.3343566666667
"Melaleuca armillaris",1997,-38.2170366666667
"Melaleuca armillaris",1998,-37.9686555555556
"Melaleuca armillaris",1999,-37.0582322222222
"Melaleuca armillaris",2000,-37.823335
"Melaleuca armillaris",2001,-38.053776
"Melaleuca armillaris",2002,-38.0022988888889
"Melaleuca armillaris",2003,-38.0446106666667
"Melaleuca armillaris",2004,-37.9467084615385
"Melaleuca armillaris",2005,-37.9952088235294
"Melaleuca armillaris",2006,-37.9604379411765
"Melaleuca armillaris",2007,-38.1508355223881
"Melaleuca armillaris",2008,-38.0950626086956
"Melaleuca armillaris",2009,-38.206577027027
"Melaleuca armillaris",2010,-38.0943597297297
"Melaleuca armillaris",2011,-37.6721075155279
"Melaleuca armillaris",2012,-37.8751928205128
"Melaleuca armillaris",2013,-37.48881
"Melaleuca armillaris",2014,-37.7672065131579
"Melaleuca armillaris",2015,-37.9093714
"Melaleuca armillaris",2016,-37.8002974074074
"Melaleuca armillaris",2017,-37.525994
"Melaleuca armillaris",2018,-38.0054836170213
"Melaleuca armillaris",2019,-37.75241
"Melaleuca armillaris",2020,-37.1794216666667
"Melaleuca decussata",1973,-36.4990116666667
"Melaleuca decussata",1974,-35.35
"Melaleuca decussata",1975,-37.24167
"Melaleuca decussata",1976,-37.2462645833333
"Melaleuca decussata",1977,-36.59778
"Melaleuca decussata",1978,-36.9275475
"Melaleuca decussata",1979,-36.6363642857143
"Melaleuca decussata",1980,-37.2783947222222
"Melaleuca decussata",1981,-36.6535566666667
"Melaleuca decussata",1982,-37.229834
"Melaleuca decussata",1983,-36.970975
"Melaleuca decussata",1984,-37.44012
"Melaleuca decussata",1985,-37.1537555555556
"Melaleuca decussata",1986,-36.68301
"Melaleuca decussata",1987,-36.6643107317073
"Melaleuca decussata",1988,-36.974073
"Melaleuca decussata",1989,-36.9658966666667
"Melaleuca decussata",1990,-36.7641016666667
"Melaleuca decussata",1991,-37.1171163636364
"Melaleuca decussata",1992,-37.3271175
"Melaleuca decussata",1993,-36.6662966666667
"Melaleuca decussata",1994,-37.16
"Melaleuca decussata",1995,-36.902545
"Melaleuca decussata",1996,-36.8312310810811
"Melaleuca decussata",1997,-37.0307052941176
"Melaleuca decussata",1998,-37.0060131578947
"Melaleuca decussata",1999,-37.2725992857143
"Melaleuca decussata",2000,-36.96650875
"Melaleuca decussata",2001,-35.702844
"Melaleuca decussata",2002,-36.6708994594595
"Melaleuca decussata",2003,-36.8138377777778
"Melaleuca decussata",2004,-36.9267521052632
"Melaleuca decussata",2005,-36.6256875
"Melaleuca decussata",2006,-37.1993846666667
"Melaleuca decussata",2007,-36.6753751515151
"Melaleuca decussata",2008,-37.3891271428571
"Melaleuca decussata",2009,-36.7289509523809
"Melaleuca decussata",2010,-36.948272
"Melaleuca decussata",2011,-37.4720246703297
"Melaleuca decussata",2012,-36.807918
"Melaleuca decussata",2013,-36.7020030769231
"Melaleuca decussata",2014,-37.2662445614035
"Melaleuca decussata",2015,-37.7235838888889
"Melaleuca decussata",2016,-37.471446
"Melaleuca decussata",2017,-37.3399283333333
"Melaleuca decussata",2018,-37.0853933333333
"Melaleuca decussata",2019,-36.78991
"Melaleuca decussata",2020,-38.19708
"Melaleuca ericifolia",1972,-38.0780077777778
"Melaleuca ericifolia",1973,-38.396053877551
"Melaleuca ericifolia",1974,-38.2859351351351
"Melaleuca ericifolia",1975,-38.1373941666667
"Melaleuca ericifolia",1976,-38.182465
"Melaleuca ericifolia",1977,-38.0608485106383
"Melaleuca ericifolia",1978,-38.1229015873016
"Melaleuca ericifolia",1979,-37.753373902439
"Melaleuca ericifolia",1980,-38.0185974657534
"Melaleuca ericifolia",1981,-38.2703739393939
"Melaleuca ericifolia",1982,-38.2127446666667
"Melaleuca ericifolia",1983,-38.5728115151515
"Melaleuca ericifolia",1984,-37.7513975
"Melaleuca ericifolia",1985,-37.8400106451613
"Melaleuca ericifolia",1986,-38.0158021666667
"Melaleuca ericifolia",1987,-38.3273076923077
"Melaleuca ericifolia",1988,-38.2636553658537
"Melaleuca ericifolia",1989,-38.2153622
"Melaleuca ericifolia",1990,-38.1024562790698
"Melaleuca ericifolia",1991,-37.8601490909091
"Melaleuca ericifolia",1992,-37.9110515384615
"Melaleuca ericifolia",1993,-37.9130195121951
"Melaleuca ericifolia",1994,-37.7388192857143
"Melaleuca ericifolia",1995,-37.8864673333333
"Melaleuca ericifolia",1996,-38.1431420930233
"Melaleuca ericifolia",1997,-38.4761301
"Melaleuca ericifolia",1998,-38.3839179591837
"Melaleuca ericifolia",1999,-38.3237023880597
"Melaleuca ericifolia",2000,-38.2832805263158
"Melaleuca ericifolia",2001,-38.23537112
"Melaleuca ericifolia",2002,-38.3522656923077
"Melaleuca ericifolia",2003,-38.2434608163265
"Melaleuca ericifolia",2004,-38.1955727272727
"Melaleuca ericifolia",2005,-38.1815046808511
"Melaleuca ericifolia",2006,-38.1699046153846
"Melaleuca ericifolia",2007,-38.1286050632911
"Melaleuca ericifolia",2008,-38.065979047619
"Melaleuca ericifolia",2009,-38.1169404109589
"Melaleuca ericifolia",2010,-38.0363536708861
"Melaleuca ericifolia",2011,-38.1317381944444
"Melaleuca ericifolia",2012,-38.2392318615385
"Melaleuca ericifolia",2013,-38.1245541666667
"Melaleuca ericifolia",2014,-37.7679641176471
"Melaleuca ericifolia",2015,-38.0648444615385
"Melaleuca ericifolia",2016,-37.8997922857143
"Melaleuca ericifolia",2017,-37.9789665151515
"Melaleuca ericifolia",2018,-38.0212558333333
"Melaleuca ericifolia",2019,-37.8360916666667
"Melaleuca ericifolia",2020,-37.7781
"Melaleuca parvistaminea",1972,-37.6889
"Melaleuca parvistaminea",1973,-37.890905
"Melaleuca parvistaminea",1974,-34.8
"Melaleuca parvistaminea",1975,-36.96516
"Melaleuca parvistaminea",1978,-37.75472
"Melaleuca parvistaminea",1979,-36.59849
"Melaleuca parvistaminea",1980,-37.7221042105263
"Melaleuca parvistaminea",1981,-37.53179
"Melaleuca parvistaminea",1982,-36.981805
"Melaleuca parvistaminea",1983,-37.68182
"Melaleuca parvistaminea",1984,-37.7637466666667
"Melaleuca parvistaminea",1985,-36.923465
"Melaleuca parvistaminea",1986,-36.1372233333333
"Melaleuca parvistaminea",1987,-37.830776
"Melaleuca parvistaminea",1989,-38.078475
"Melaleuca parvistaminea",1990,-37.3461366666667
"Melaleuca parvistaminea",1991,-37.5627663636364
"Melaleuca parvistaminea",1992,-36.591805
"Melaleuca parvistaminea",1993,-37.50656
"Melaleuca parvistaminea",1994,-37.6751575
"Melaleuca parvistaminea",1995,-37.467657
"Melaleuca parvistaminea",1996,-37.8382514285714
"Melaleuca parvistaminea",1997,-37.1711825
"Melaleuca parvistaminea",1998,-37.5477316666667
"Melaleuca parvistaminea",1999,-37.243222
"Melaleuca parvistaminea",2000,-37.896552
"Melaleuca parvistaminea",2001,-36.453944
"Melaleuca parvistaminea",2003,-38.19972
"Melaleuca parvistaminea",2004,-37.7497314285714
"Melaleuca parvistaminea",2005,-37.93211
"Melaleuca parvistaminea",2006,-37.8069885714286
"Melaleuca parvistaminea",2007,-37.8543190909091
"Melaleuca parvistaminea",2008,-37.470081
"Melaleuca parvistaminea",2009,-37.5445485714286
"Melaleuca parvistaminea",2010,-37.87853
"Melaleuca parvistaminea",2011,-37.4757645454545
"Melaleuca parvistaminea",2012,-37.464349
"Melaleuca parvistaminea",2013,-37.3508516666667
"Melaleuca parvistaminea",2014,-37.28414625
"Melaleuca parvistaminea",2015,-37.9571417777778
"Melaleuca parvistaminea",2016,-37.4151083333333
"Melaleuca parvistaminea",2017,-36.940436097561
"Melaleuca parvistaminea",2018,-37.7426225
"Melaleuca parvistaminea",2019,-37.790677
"Melaleuca parvistaminea",2020,-37.61916
"Melaleuca viridiflora",1972,-16.1998867142857
"Melaleuca viridiflora",1973,-13.123493
"Melaleuca viridiflora",1974,-13.9189456363636
"Melaleuca viridiflora",1975,-15.7060585
"Melaleuca viridiflora",1976,-15.073473
"Melaleuca viridiflora",1977,-17.5940576923077
"Melaleuca viridiflora",1978,-13.7795616666667
"Melaleuca viridiflora",1979,-14.506813
"Melaleuca viridiflora",1980,-16.176292
"Melaleuca viridiflora",1981,-14.9993938571429
"Melaleuca viridiflora",1982,-13.43183
"Melaleuca viridiflora",1983,-15.700716375
"Melaleuca viridiflora",1984,-16.3373564
"Melaleuca viridiflora",1985,-13.5995486
"Melaleuca viridiflora",1986,-18.706838
"Melaleuca viridiflora",1987,-20.0734428333333
"Melaleuca viridiflora",1988,-12.764021
"Melaleuca viridiflora",1989,-20.4069333333333
"Melaleuca viridiflora",1990,-16.7701462
"Melaleuca viridiflora",1991,-16.00055525
"Melaleuca viridiflora",1992,-18.1593621666667
"Melaleuca viridiflora",1993,-17.0925113333333
"Melaleuca viridiflora",1994,-21.2242175
"Melaleuca viridiflora",1995,-20.7884435
"Melaleuca viridiflora",1996,-21.5626339285714
"Melaleuca viridiflora",1998,-18.1120716666667
"Melaleuca viridiflora",1999,-16.3351021666667
"Melaleuca viridiflora",2000,-19.6287561
"Melaleuca viridiflora",2001,-18.557617125
"Melaleuca viridiflora",2002,-18.2530550714286
"Melaleuca viridiflora",2003,-16.8977256
"Melaleuca viridiflora",2004,-16.2727748333333
"Melaleuca viridiflora",2005,-16.8952055
"Melaleuca viridiflora",2006,-16.3363786363636
"Melaleuca viridiflora",2007,-15.5813225
"Melaleuca viridiflora",2008,-14.7377616923077
"Melaleuca viridiflora",2009,-17.1345812
"Melaleuca viridiflora",2010,-16.5622782857143
"Melaleuca viridiflora",2011,-17.7571755
"Melaleuca viridiflora",2012,-15.3904563333333
"Melaleuca viridiflora",2013,-15.07728825
"Melaleuca viridiflora",2014,-16.0338535
"Melaleuca viridiflora",2015,-15.5409876666667
"Melaleuca viridiflora",2016,-16.08166875
"Melaleuca viridiflora",2018,-14.30841
"Melaleuca viridiflora",2021,-14.00931
"Microtis unifolia",1972,-29.696
"Microtis unifolia",1973,-31.37375
"Microtis unifolia",1974,-31.885
"Microtis unifolia",1975,-32.73125
"Microtis unifolia",1976,-32.6333333333333
"Microtis unifolia",1978,-33.315
"Microtis unifolia",1983,-32.6833333333333
"Microtis unifolia",1987,-31.5033333333333
"Microtis unifolia",1988,-33.7018516666667
"Microtis unifolia",1990,-38.37
"Microtis unifolia",1992,-34.3778705
"Microtis unifolia",1993,-35.0979165
"Microtis unifolia",1995,-35.1917
"Microtis unifolia",1998,-34.7172
"Microtis unifolia",1999,-34.853125
"Microtis unifolia",2000,-36.3586432222222
"Microtis unifolia",2003,-34.958333
"Microtis unifolia",2006,-30.0706
"Microtis unifolia",2007,-33.061111
"Microtis unifolia",2008,-33.25985
"Microtis unifolia",2009,-29.35125
"Microtis unifolia",2010,-32.1555651428571
"Microtis unifolia",2011,-31.1799036666667
"Microtis unifolia",2012,-35.1767
"Microtis unifolia",2013,-32.4011
"Microtis unifolia",2015,-37.1465666666667
"Microtis unifolia",2016,-35.6742147666667
"Microtis unifolia",2018,-37.921139
"Myoporum insulare",1972,-38.1249025
"Myoporum insulare",1973,-34.82704
"Myoporum insulare",1974,-38.6881342857143
"Myoporum insulare",1975,-37.86917
"Myoporum insulare",1976,-37.9730544444444
"Myoporum insulare",1977,-38.043334
"Myoporum insulare",1978,-38.0934503846154
"Myoporum insulare",1979,-37.9624040909091
"Myoporum insulare",1980,-38.057800862069
"Myoporum insulare",1981,-38.4159307692308
"Myoporum insulare",1982,-37.7843
"Myoporum insulare",1983,-38.607166
"Myoporum insulare",1984,-37.7708142857143
"Myoporum insulare",1985,-38.08028
"Myoporum insulare",1986,-38.0359768181818
"Myoporum insulare",1987,-38.109779
"Myoporum insulare",1988,-38.3427175
"Myoporum insulare",1989,-38.4891
"Myoporum insulare",1990,-37.8303375
"Myoporum insulare",1991,-37.7250596153846
"Myoporum insulare",1992,-37.9708847826087
"Myoporum insulare",1993,-37.9330135714286
"Myoporum insulare",1994,-38.189445
"Myoporum insulare",1995,-37.7921052
"Myoporum insulare",1996,-38.20272
"Myoporum insulare",1997,-39.0133596296296
"Myoporum insulare",1998,-38.3506492857143
"Myoporum insulare",1999,-38.4804264285714
"Myoporum insulare",2000,-38.2295709090909
"Myoporum insulare",2001,-38.0540755140187
"Myoporum insulare",2002,-37.9763759405941
"Myoporum insulare",2003,-37.9868280582524
"Myoporum insulare",2004,-38.2355412903226
"Myoporum insulare",2005,-38.1867093333333
"Myoporum insulare",2006,-38.3096648484849
"Myoporum insulare",2007,-38.1912781818182
"Myoporum insulare",2008,-38.0953944444444
"Myoporum insulare",2009,-38.317489375
"Myoporum insulare",2010,-38.067452173913
"Myoporum insulare",2011,-38.1469779166667
"Myoporum insulare",2012,-38.2569973913043
"Myoporum insulare",2013,-38.25851875
"Myoporum insulare",2014,-38.0136976923077
"Myoporum insulare",2015,-38.1886176470588
"Myoporum insulare",2016,-38.3555955555556
"Myoporum insulare",2017,-37.97669084
"Myoporum insulare",2018,-38.1626326086957
"Myoporum insulare",2019,-38.2692688888889
"Myoporum insulare",2020,-38.2392533333333
"Phyllanthus virgatus",1972,-16.69
"Phyllanthus virgatus",1973,-22.08168575
"Phyllanthus virgatus",1974,-16.8972335
"Phyllanthus virgatus",1975,-27.2350345
"Phyllanthus virgatus",1976,-33.98
"Phyllanthus virgatus",1977,-26.6876672857143
"Phyllanthus virgatus",1980,-18.9606226666667
"Phyllanthus virgatus",1981,-19.6015583333333
"Phyllanthus virgatus",1983,-24.1764146
"Phyllanthus virgatus",1986,-24.6711853333333
"Phyllanthus virgatus",1987,-22.4180798
"Phyllanthus virgatus",1988,-20.9067824
"Phyllanthus virgatus",1989,-20.4745924444444
"Phyllanthus virgatus",1990,-17.814333
"Phyllanthus virgatus",1991,-20.2105358
"Phyllanthus virgatus",1992,-18.4646419285714
"Phyllanthus virgatus",1993,-19.4524784285714
"Phyllanthus virgatus",1994,-20.2740595714286
"Phyllanthus virgatus",1995,-20.572177625
"Phyllanthus virgatus",1996,-21.5067785
"Phyllanthus virgatus",1997,-26.5321253333333
"Phyllanthus virgatus",1998,-22.2511622222222
"Phyllanthus virgatus",1999,-20.4403545
"Phyllanthus virgatus",2000,-21.2460601428571
"Phyllanthus virgatus",2001,-26.7908006666667
"Phyllanthus virgatus",2002,-21.1078296666667
"Phyllanthus virgatus",2003,-20.4130775454545
"Phyllanthus virgatus",2004,-22.8127785
"Phyllanthus virgatus",2005,-21.76785175
"Phyllanthus virgatus",2006,-18.9421773333333
"Phyllanthus virgatus",2007,-17.8118755
"Phyllanthus virgatus",2008,-19.3755439333333
"Phyllanthus virgatus",2009,-21.1389185
"Phyllanthus virgatus",2010,-17.0340518235294
"Phyllanthus virgatus",2011,-19.8913729
"Phyllanthus virgatus",2012,-15.6019686666667
"Phyllanthus virgatus",2013,-20.7556762941176
"Phyllanthus virgatus",2014,-17.3130950909091
"Phyllanthus virgatus",2015,-19.9381593
"Phyllanthus virgatus",2016,-27.853504
"Phyllanthus virgatus",2017,-15.146641
"Phyllanthus virgatus",2018,-24.463988
"Phyllanthus virgatus",2019,-14.08852
"Phyllanthus virgatus",2021,-14.22472
"Pittosporum undulatum",1972,-38.33194
"Pittosporum undulatum",1973,-37.7112344444444
"Pittosporum undulatum",1974,-37.9454742857143
"Pittosporum undulatum",1975,-37.6739071428571
"Pittosporum undulatum",1976,-37.3832531142857
"Pittosporum undulatum",1977,-37.629519245283
"Pittosporum undulatum",1978,-37.959745
"Pittosporum undulatum",1979,-37.7870032894737
"Pittosporum undulatum",1980,-37.7870965517241
"Pittosporum undulatum",1981,-38.0168375
"Pittosporum undulatum",1982,-38.1329095238095
"Pittosporum undulatum",1983,-37.7201362222222
"Pittosporum undulatum",1984,-36.8974080769231
"Pittosporum undulatum",1985,-37.7372883486239
"Pittosporum undulatum",1986,-37.7282100613497
"Pittosporum undulatum",1987,-37.9137111594203
"Pittosporum undulatum",1988,-37.6291943119266
"Pittosporum undulatum",1989,-37.9820192319588
"Pittosporum undulatum",1990,-37.6013202946429
"Pittosporum undulatum",1991,-37.587114223301
"Pittosporum undulatum",1992,-37.8483465217391
"Pittosporum undulatum",1993,-37.7076996984127
"Pittosporum undulatum",1994,-37.6952695454545
"Pittosporum undulatum",1995,-37.6729033846154
"Pittosporum undulatum",1996,-37.7916040506329
"Pittosporum undulatum",1997,-37.9187555263158
"Pittosporum undulatum",1998,-37.9724567391304
"Pittosporum undulatum",1999,-37.86114426875
"Pittosporum undulatum",2000,-38.0788206410256
"Pittosporum undulatum",2001,-38.0233055913979
"Pittosporum undulatum",2002,-37.9005948604651
"Pittosporum undulatum",2003,-37.9020539256757
"Pittosporum undulatum",2004,-38.0794175572519
"Pittosporum undulatum",2005,-37.8991442857143
"Pittosporum undulatum",2006,-38.0787639717514
"Pittosporum undulatum",2007,-38.1638947692308
"Pittosporum undulatum",2008,-37.6364728474576
"Pittosporum undulatum",2009,-38.0989595384615
"Pittosporum undulatum",2010,-38.0402370114943
"Pittosporum undulatum",2011,-37.7730516965174
"Pittosporum undulatum",2012,-38.0736051851852
"Pittosporum undulatum",2013,-37.8776936538462
"Pittosporum undulatum",2014,-37.6609453225806
"Pittosporum undulatum",2015,-37.7673155588235
"Pittosporum undulatum",2016,-38.0091197560976
"Pittosporum undulatum",2017,-37.8440548630137
"Pittosporum undulatum",2018,-37.8808465153374
