"species","stateProvince","decimalLatitude","decimalLongitude"
"Polyscias mollis","Queensland",-17.173465,145.592771
"Castanospora alphandii","Queensland",-17.423465,145.759437
"Grevillea baileyana","Queensland",-13.673489,143.342786
"Acacia umbellata","Queensland",-17.973487,141.492825
"Melaleuca acacioides","Queensland",-14.50681,144.55944
"Pittosporum rubiginosum","Queensland",-16.458333,145.208333
"Jacksonia ramosissima","Queensland",-20.756796,145.092799
"Hibbertia banksii","Queensland",-14.590144,144.592774
"Tephrosia rufula","Queensland",-27.525,152.741667
"Rhodomyrtus trineura","Queensland",-17.841667,146.091667
"Emmenosperma cunninghamii","Queensland",-12.756827,143.25945
"Lysiphyllum cunninghamii","Queensland",-17.173469,144.50945
"Eucalyptus acmenoides","Queensland",-23.873423,149.242762
"Guioa montana","Queensland",-16.390137,145.209439
"Agathis atropurpurea","Queensland",-17.256798,145.842771
"Hydriastele wendlandiana","Queensland",-17.340129,146.00943
"Corymbia leichhardtii","Queensland",-17.423467,145.259444
"Myoporum boninense","Queensland",-14.256815,144.42611
"Cryptocarya clarksoniana","Queensland",-16.106804,145.459439
"Flindersia bourjotiana","Queensland",-17.756797,145.559441
"Alternanthera sessilis","Queensland",-27.573416,151.392765
"Acronychia acidula","Queensland",-17.323465,145.509437
"Flemingia parviflora","Queensland",-17.090131,145.509437
"Rhynchospora rubra","Queensland",-27.540068,153.109399
"Acrochaete flustrae","Queensland",-23.540083,151.72606
"Acacia simsii","Queensland",-17.206798,145.809437
"Croton brachypus","Queensland",-12.756827,143.20945
"Syzygium erythrocalyx","Queensland",-16.17347,145.426106
"Drypetes vernicosa","Queensland",-15.090139,145.259436
"Alyxia ilicifolia","Queensland",-26.79007,153.142724
"Pimelea decora","Queensland",-20.790136,143.30949
"Coronidium lanuginosum","Queensland",-17.090131,145.509437
"Bridelia insulana","Queensland",-16.106804,145.459439
"Eucalyptus sphaerocarpa","Queensland",-23.847868,149.095818
"Dendrophthoe curvata","Queensland",-17.340129,146.00943
"Daphnandra repandula","Queensland",-17.106798,145.626104
"Prostanthera tozerana","Queensland",-12.751111,143.210556
"Melaleuca stenostachya","Queensland",-17.84015,141.509486
"Schoenus apogon","Queensland",-25.023414,152.226058
"Callicarpa candicans","Queensland",-20.173449,146.759444
"Canavalia papuana","Queensland",-20.173449,146.759444
"Syzygium tierneyanum","Queensland",-15.282111,145.076972
"Cryptocarya grandis","Queensland",-15.823472,145.309437
"Sphaerantia chartacea","Queensland",-15.790139,145.292771
"Acacia cincinnata","Queensland",-16.17347,145.292773
"Schizomeria ovata","Queensland",-26.79007,153.142724
"Hakea arborescens","Queensland",-17.906817,141.759486
"Crotalaria montana","Queensland",-17.090131,145.509437
"Cordyline manners-suttoniae","Queensland",-18.456792,146.326105
"Cyclophyllum multiflorum","Queensland",-16.1325,145.452778
"Trentepohlia rigidula","Queensland",-17.356798,145.942771
"Acacia hammondii","Queensland",-18.940132,144.509459
"Solanum corifolium","Queensland",-26.840081,151.97608
"Eucalyptus cullenii","Queensland",-17.506799,145.009447
"Alectryon repandodentatus","Queensland",-9.923511,144.042753
"Choriceras tricorne","Queensland",-18.423458,146.259438
"Ackama australiensis","Queensland",-13.673489,143.342786
"Asteromyrtus symphyocarpa","Queensland",-18.00682,141.159493
"Taenitis pinnata","Queensland",-12.673494,143.25945
"Aglaia meridionalis","Queensland",-16.090137,145.259439
"Acacia victoriae","Queensland",-19.423468,144.426134
"Acacia brassii","Queensland",-15.090139,145.259436
"Phebalium woombye","Queensland",-26.546111,153.101944
"Aristida holathera","Queensland",-17.890154,141.176158
"Drosera spatulata","Queensland",-27.590068,153.092732
"Haplostichanthus ramiflorus","Queensland",-16.056804,145.459439
"Uvaria concava","Queensland",-16.12347,145.459439
"Chenopodium robertianum","Queensland",-27.390069,153.126061
"Astrotricha pterocarpa","Queensland",-17.206798,145.809437
"Lastreopsis tenera","Queensland",-20.406773,148.576082
"Ficus benjamina","Queensland",-16.02347,145.342773
"Acacia aulacocarpa","Queensland",-19.023455,146.092778
"Dolichandrone alternifolia","Queensland",-17.906817,141.509486
"Cleistanthus cunninghamii","Queensland",-27.05674,152.709402
"Sloanea macbrydei","Queensland",-16.456804,145.209439
"Gonocarpus micranthus","Queensland",-27.590068,153.092732
"Aristida calycina","Queensland",-25.023414,152.226058
"Boronia keysii","Queensland",-26.223409,152.97606
"Daviesia arborea","Queensland",-27.40674,152.792736
"Syzygium banksii","Queensland",-16.973467,145.909434
"Cycnogeton microtuberosum","Queensland",-27.390069,153.126061
"Calophyllum sil","Queensland",-17.838611,146.099444
"Helicia lewisensis","Queensland",-16.435693,145.226662
"Melaleuca foliolosa","Queensland",-14.673477,144.75944
"Scindapsus altissimus","Queensland",-12.756827,143.176116
"Polysiphonia denudata","Queensland",-27.423403,153.092728
"Baloskion tenuiculme","Queensland",-26.040069,153.059387
"Cordyline manners-suttoniae","Queensland",-18.040125,146.042772
"Capillipedium spicigerum","Queensland",-27.390069,153.126061
"Brachyscome whitei","Queensland",-26.606762,149.042786
"Syzygium hemilamprum","Queensland",-18.225,146.008333
"Mallotus ficifolius","Queensland",-12.756827,143.25945
"Senna gaudichaudii","Queensland",-20.173449,146.759444
"Ilex arnhemensis","Queensland",-14.306815,144.442776
"Rutidosis helichrysoides","Queensland",-25.906831,139.376242
"Linospadix apetiolatus","Queensland",-16.458333,145.208333
"Boronia keysii","Queensland",-26.206742,152.959393
"Galactia striata","Queensland",-25.691667,150.908333
"Rhodomyrtus macrocarpa","Queensland",-12.756827,143.25945
"Selliguea simplicissima","Queensland",-16.440137,145.259439
"Croton arnhemicus","Queensland",-16.7068,145.609434
"Niemeyera prunifera","Queensland",-15.823472,145.29277
"Antidesma bunius","Queensland",-18.006792,146.076105
"Curcuma australasica","Queensland",-16.256806,144.759446
"Melaleuca bracteata","Queensland",-19.090125,145.926117
"Carnarvonia araliifolia","Queensland",-17.173465,145.592771
"Eucalyptus cullenii","Queensland",-16.756802,145.342775
"Argyrodendron peralatum","Queensland",-17.006798,145.709437
"Corymbia setosa","Queensland",-18.523465,144.759459
"Lindsaea fraseri","Queensland",-17.206798,145.809437
"Goodenia rotundifolia","Queensland",-27.590068,153.092732
"Excoecaria agallocha","Queensland",-27.390069,153.126061
"Dodonaea lanceolata","Queensland",-17.390134,145.392777
"Acacia polystachya","Queensland",-14.573493,141.592803
"Cryptocarya densiflora","Queensland",-16.440137,145.259439
"Buchanania arborescens","Queensland",-14.508333,144.508333
"Actinostachys digitata","Queensland",-16.106804,145.459439
"Lindsayomyrtus racemoides","Queensland",-15.806805,145.359437
"Alangium villosum","Queensland",-17.173465,145.509437
"Trentepohlia arborum","Queensland",-18.606792,145.809448
"Hibiscus sankowskyorum","Queensland",-12.748494,143.101116
"Eriochloa procera","Queensland",-27.390069,153.126061
"Eucalyptus moluccana","Queensland",-28.140074,152.35942
"Neolitsea dealbata","Queensland",-16.458333,145.208333
"Eucalyptus exserta","Queensland",-25.923416,151.592737
"Polyalthia patinata","Queensland",-17.340129,146.00943
"Dillwynia floribunda","Queensland",-26.840074,152.976064
"Callistemon salignus","Queensland",-27.390069,153.042728
"Grevillea glauca","Queensland",-17.99015,141.89282
"Flindersia schottiana","Queensland",-12.623494,143.25945
"Abutilon otocarpum","Queensland",-28.625,141.902778
"Globba marantina","Queensland",-9.923511,144.042753
"Leptospermum trinervium","Queensland",-27.573401,153.092732
"Eucalyptus tardecidens","Queensland",-16.558333,145.158333
"Agathis robusta","Queensland",-17.233371,145.953745
"Eucalyptus brassiana","Queensland",-12.6735,141.926125
"Eragrostis exigua","Queensland",-17.973484,141.526153
"Cordyline cannifolia","Queensland",-17.323465,145.509437
"Eucalyptus leptophleba","Queensland",-16.840133,145.676101
"Syzygium hemilamprum","Queensland",-17.256798,145.842771
"Myrsine subsessilis","Queensland",-16.02347,145.342773
"Tecomanthe burungu","Queensland",-15.823472,145.29277
"Pothos brassii","Queensland",-16.090137,145.259439
"Lindsayomyrtus racemoides","Queensland",-16.17347,145.426106
"Wilkiea angustifolia","Queensland",-15.823472,145.29277
"Ristantia pachysperma","Queensland",-17.340129,146.00943
"Syzygium hemilamprum","Queensland",-13.673489,143.342786
"Atractocarpus hirtus","Queensland",-17.59013,145.726107
"Eucalyptus phoenicea","Queensland",-15.173473,145.176102
"Styphelia deformis","Queensland",-26.058333,153.045833
"Chisocheton longistipitatus","Queensland",-15.823472,145.34277
"Eucalyptus chlorophylla","Queensland",-17.173469,144.592784
"Lysiphyllum hookeri","Queensland",-17.156803,144.526117
"Flagellaria indica","Queensland",-26.79007,153.142724
"Capparis mitchellii","Queensland",-17.906817,141.509486
"Heterachne abortiva","Queensland",-17.906817,141.509486
"Bolboschoenus caldwellii","Queensland",-27.39007,153.126061
"Beilschmiedia obtusifolia","Queensland",-27.073406,152.776069
"Mischocarpus lachnocarpus","Queensland",-17.690127,146.092767
"Hypserpa laurina","Queensland",-16.02347,145.342773
"Callistemon polandii","Queensland",-15.090139,145.176102
"Arytera pauciflora","Queensland",-16.006804,145.259439
"Cleistanthus cunninghamii","Queensland",-27.521389,152.749167
"Hypnea spinella","Queensland",-26.390069,153.109387
"Drimys insipida","Queensland",-15.823472,145.29277
"Goniothalamus australis","Queensland",-15.790138,145.29277
"Melaleuca styphelioides","Queensland",-25.173411,152.592718
"Guilandina bonduc","Queensland",-9.901389,142.775
"Diospyros humilis","Queensland",-27.106747,151.759419
"Xanthostemon umbrosus","Queensland",-12.756827,143.25945
"Asteromyrtus lysicephala","Queensland",-12.756827,143.25945
"Dysoxylum arborescens","Queensland",-16.106804,145.459439
"Hakea arborescens","Queensland",-17.90682,141.276158
"Diospyros maritima","Queensland",-12.756827,143.25945
"Rhodamnia sessiliflora","Queensland",-18.273458,146.242772
"Melaleuca monantha","Queensland",-17.023467,145.476111
"Volkameria inermis","Queensland",-9.901389,142.775
"Micromelum minutum","Queensland",-12.756827,143.25945
"Mucuna gigantea","Queensland",-15.173473,145.092769
"Taenioma perpusillum","Queensland",-26.390069,153.109387
"Eucalyptus chlorophylla","Queensland",-14.673477,144.75944
"Corymbia citriodora","Queensland",-28.406748,151.24277
"Rotala mexicana","Queensland",-12.756827,143.25945
"Diospyros laurina","Queensland",-16.139722,145.439444
"Harpullia hillii","Queensland",-27.423406,152.842736
"Vincetoxicum grandiflorum","Queensland",-18.423458,146.259438
"Lomandra obliqua","Queensland",-27.390069,153.042728
"Paphia meiniana","Queensland",-15.823472,145.29277
"Brachychiton acerifolius","Queensland",-12.756827,143.25945
"Trentepohlia arborum","Queensland",-17.356798,145.942771
"Aglaia meridionalis","Queensland",-16.573469,145.276108
"Denhamia cunninghamii","Queensland",-18.090146,142.109484
"Fimbristylis polytrichoides","Queensland",-27.390069,153.126061
"Ochrosia elliptica","Queensland",-21.858333,149.475
"Ardisia brevipedata","Queensland",-16.456804,145.009439
"Litsea bindoniana","Queensland",-15.790138,145.29277
"Chionanthus axillaris","Queensland",-15.823472,145.29277
"Cryptocarya hypospodia","Queensland",-16.940133,145.892768
"Dodonaea boroniifolia","Queensland",-20.425,145.558333
"Grevillea sessilis","Queensland",-19.023455,146.092778
"Solanum densevestitum","Queensland",-27.25674,152.676069
"Corymbia dallachiana","Queensland",-20.590134,144.426146
"Flindersia maculosa","Queensland",-20.673467,144.342813
"Gomphandra australiana","Queensland",-16.17347,145.426106
"Phyllanthus novae-hollandiae","Queensland",-20.173449,146.759444
"Carronia protensa","Queensland",-16.02347,145.342773
"Hedraianthera porphyropetala","Queensland",-16.106804,145.459439
"Aristida benthamii","Queensland",-27.540068,153.109399
"Eucalyptus mediocris","Queensland",-23.756757,149.109429
"Capparis arborea","Queensland",-27.540072,152.99274
"Ternstroemia cherryi","Queensland",-16.106804,145.459439
"Cryptocarya burckiana","Queensland",-12.756827,143.25945
"Acacia calyculata","Queensland",-17.473467,145.476111
"Xanthostemon chrysanthus","Queensland",-12.673494,143.25945
"Eucalyptus leptophleba","Queensland",-16.673473,144.092786
"Allocasuarina torulosa","Queensland",-26.056736,153.09272
"Styphelia biflora","Queensland",-27.540068,153.109399
"Carex inversa","Queensland",-27.323425,149.892784
"Sannantha angusta","Queensland",-28.890077,151.909434
"Leptosema oxylobioides","Queensland",-19.023455,146.092778
"Backhousia bancroftii","Queensland",-17.340129,146.00943
"Ulothrix implexa","Queensland",-27.540072,152.809407
"Acacia leptocarpa","Queensland",-15.459167,145.256389
"Dodonaea viscosa","Queensland",-20.006799,145.092799
"Alpinia arctiflora","Queensland",-16.456804,145.109439
"Eucalyptus melanophloia","Queensland",-18.090146,142.109484
"Comesperma ericinum","Queensland",-27.540068,153.176065
"Blumea tenella","Queensland",-25.74008,152.259396
"Syzygium alatoramulum","Queensland",-17.006798,145.592771
"Aneilema acuminatum","Queensland",-9.923511,144.042753
"Terminalia aridicola","Queensland",-16.673473,144.092786
"Trentepohlia rigidula","Queensland",-18.956789,146.192776
"Xylopia monosperma","Queensland",-12.756827,143.226116
"Planchonella pohlmaniana","Queensland",-18.423458,146.259438
"Alphitonia excelsa","Queensland",-27.05674,152.709402
"Corymbia setosa","Queensland",-20.173461,145.926126
"Nothocissus penninervis","Queensland",-16.106804,145.459439
"Eucalyptus brassiana","Queensland",-12.640161,143.376116
"Dissiliaria laxinervis","Queensland",-12.840161,143.342783
"Eucalyptus leptophleba","Queensland",-16.923467,145.592768
"Melodinus baccellianus","Queensland",-16.456804,145.109439
"Brombya platynema","Queensland",-17.59013,145.726107
"Crotalaria medicaginea","Queensland",-20.723462,145.192799
"Persoonia falcata","Queensland",-20.723462,145.192799
"Cordyline cannifolia","Queensland",-18.423458,146.259438
"Vigna radiata","Queensland",-17.090131,145.509437
"Chionanthus axillaris","Queensland",-16.458333,145.208333
"Gonocarpus acanthocarpus","Queensland",-18.273458,146.242772
"Linospadix minor","Queensland",-15.823472,145.309437
"Austromuellera trinervia","Queensland",-16.140137,145.442773
"Argyrodendron peralatum","Queensland",-17.273465,145.576104
"Eucalyptus tereticornis","Queensland",-27.340081,151.842752
"Sersalisia sericea","Queensland",-18.423458,146.259438
"Salacia chinensis","Queensland",-16.1325,145.452778
"Steganthera macooraia","Queensland",-17.256798,145.842771
"Gahnia aspera","Queensland",-20.090116,146.926111
"Cienfuegosia australis","Queensland",-20.173449,146.759444
"Corymbia setosa","Queensland",-20.723462,145.192799
"Pultenaea boormanii","Queensland",-28.190078,151.626096
"Neofabricia myrtifolia","Queensland",-12.706827,143.342783
"Hodgkinsonia frutescens","Queensland",-12.756827,143.25945
"Alstonia spectabilis","Queensland",-12.706827,143.342783
"Goodenia lunata","Queensland",-27.840155,141.442902
"Sticherus flabellatus","Queensland",-26.056736,153.092721
"Rhynchospora rugosa","Queensland",-27.573401,153.092732
"Argyrodendron trifoliolatum","Queensland",-27.240073,152.759402
"Mucuna gigantea","Queensland",-17.873461,146.1261
"Guioa montana","Queensland",-17.756797,145.709441
"Ardisia pachyrrhachis","Queensland",-16.440137,145.259439
"Goodenia mystrophylla","Queensland",-27.590068,153.092732
"Clerodendrum tomentosum","Queensland",-20.173449,146.759444
"Denhamia cunninghamii","Queensland",-17.973484,141.54282
"Ardisia brevipedata","Queensland",-16.458333,145.208333
"Endiandra hypotephra","Queensland",-18.273458,146.242772
"Eucalyptus terrica","Queensland",-28.306748,151.49277
"Cleidion javanicum","Queensland",-12.840161,143.342783
"Saurauia andreana","Queensland",-17.140131,145.592771
"Syzygium cormiflorum","Queensland",-17.623463,145.826107
"Pipturus argenteus","Queensland",-17.340131,145.509437
"Eucalyptus cullenii","Queensland",-17.340136,144.592784
"Syzygium graveolens","Queensland",-17.340129,146.00943
"Cleidion javanicum","Queensland",-15.173473,145.092769
"Flindersia xanthoxyla","Queensland",-27.05674,152.709402
"Archidendron grandiflorum","Queensland",-14.340149,144.42611
"Balanops australiana","Queensland",-16.458333,145.208333
"Enneapogon pallidus","Queensland",-17.890154,141.209491
"Guioa lasioneura","Queensland",-17.173465,145.592771
"Carissa spinarum","Queensland",-20.173449,146.759444
"Lastreopsis tenera","Queensland",-17.425,145.491667
"Hibiscus heterophyllus","Queensland",-24.9725,152.183333
"Cajanus reticulatus","Queensland",-19.090125,145.926117
"Tetrameles nudiflora","Queensland",-12.840161,143.342783
"Schistocarpaea johnsonii","Queensland",-16.440137,145.259439
"Hoya macgillivrayi","Queensland",-13.673489,143.342786
"Ixora biflora","Queensland",-15.790138,145.29277
"Deeringia arborescens","Queensland",-14.590144,144.592774
"Syzygium alliiligneum","Queensland",-17.59013,145.842774
"Dallachya vitiensis","Queensland",-16.02347,145.342773
"Buchanania arborescens","Queensland",-12.756827,143.25945
"Strychnos psilosperma","Queensland",-20.173449,146.759444
"Borya septentrionalis","Queensland",-17.106798,145.792771
"Eucalyptus shirleyi","Queensland",-17.408333,144.908333
"Sphaeropteris cooperi","Queensland",-15.823472,145.29277
"Schoenus brevifolius","Queensland",-25.073414,152.259392
"Eucalyptus melanophloia","Queensland",-20.173455,146.009453
"Galbulimima belgraveana","Queensland",-16.456804,145.209439
"Hypsophila dielsiana","Queensland",-16.458333,145.208333
"Empodisma minus","Queensland",-26.040069,153.059387
"Eucalyptus staigeriana","Queensland",-16.256806,144.759446
"Guioa acutifolia","Queensland",-16.106804,145.459439
"Goodenia bellidifolia","Queensland",-27.590068,153.092732
"Phyllodium hackeri","Queensland",-17.423467,145.009444
"Suaeda arbusculoides","Queensland",-27.390069,153.126061
"Diplocyclos palmatus","Queensland",-27.940072,152.809407
"Melaleuca monantha","Queensland",-16.923469,145.426108
"Margaritaria indica","Queensland",-12.840161,143.342783
"Halfordia kendack","Queensland",-15.823472,145.29277
"Helicia lamingtoniana","Queensland",-17.523463,145.559441
"Boronia rivularis","Queensland",-26.006736,153.076054
"Guioa acutifolia","Queensland",-16.458333,145.208333
"Cryptocarya angulata","Queensland",-17.756797,145.559441
"Eucalyptus tardecidens","Queensland",-16.540136,145.142775
"Trema tomentosa","Queensland",-20.173449,146.759444
"Eucalyptus staigeriana","Queensland",-16.256806,144.759446
"Pterocaulon redolens","Queensland",-27.073417,151.44276
"Amyema lucasii","Queensland",-28.07345,145.692853
"Zanthoxylum ovalifolium","Queensland",-16.006804,145.259439
"Cyperus lucidus","Queensland",-27.606735,153.126065
"Styphelia malayana","Queensland",-16.440137,145.259439
"Hibiscus tozerensis","Queensland",-12.756827,143.126116
"Rhysotoechia robertsonii","Queensland",-16.623469,145.342775
"Xanthostemon whitei","Queensland",-17.273465,145.576104
"Laccospadix australasicus","Queensland",-16.506802,145.259442
"Syzygium cormiflorum","Queensland",-17.756797,145.559441
"Cyperus exaltatus","Queensland",-25.59,151.909167
"Tabernaemontana pandacaqui","Queensland",-12.756827,143.25945
"Alchornea aquifolia","Queensland",-27.05674,152.709402
"Dendroconche sayeri","Queensland",-16.440137,145.259439
"Eucalyptus persistens","Queensland",-21.506776,146.709451
"Acacia melanoxylon","Queensland",-28.290071,152.709411
"Thryptomene oligandra","Queensland",-16.976111,145.902222
"Hibiscus normanii","Queensland",-17.390134,145.392777
"Eucalyptus moluccana","Queensland",-27.506738,152.909407
"Symplocos crassiramifera","Queensland",-16.588056,145.287222
"Acacia melvillei","Queensland",-28.490078,151.992762
"Schoenus apogon","Queensland",-26.056736,153.04272
"Parsonsia straminea","Queensland",-18.423458,146.259438
"Perrotettia arborescens","Queensland",-17.59013,145.726107
"Sacciolepis indica","Queensland",-25.023414,152.226058
"Asplenium simplicifrons","Queensland",-16.440137,145.259439
"Syzygium banksii","Queensland",-16.973467,145.909434
"Elaeocarpus bancroftii","Queensland",-16.135,145.4425
"Cleistanthus oblongifolius","Queensland",-16.138193,145.440551
"Eurychorda complanata","Queensland",-26.056736,153.059387
"Trentepohlia peruana","Queensland",-16.440137,145.276106
"Eragrostis sororia","Queensland",-27.390069,153.126061
"Harmogia densifolia","Queensland",-28.890077,151.909434
"Allophylus cobbe","Queensland",-16.256804,145.426106
"Polyosma rigidiuscula","Queensland",-16.458333,145.208333
"Niemeyera discolor","Queensland",-16.456804,145.209439
"Acacia hyaloneura","Queensland",-20.723462,145.209466
"Byblis liniflora","Queensland",-22.923422,150.709405
"Sloanea langii","Queensland",-19.023455,146.226111
"Myrsine oreophila","Queensland",-16.02347,145.342773
"Wilkiea pubescens","Queensland",-15.790138,145.29277
"Ardisia pachyrrhachis","Queensland",-16.456804,145.109439
"Tabernaemontana pandacaqui","Queensland",-16.651667,145.564722
"Terminalia microcarpa","Queensland",-15.075,145.125
"Caloglossa ogasawaraensis","Queensland",-27.256736,153.126061
"Harpullia rhyticarpa","Queensland",-17.390131,145.726104
"Ptilothrix deusta","Queensland",-27.540068,153.109399
"Neosepicaea jucunda","Queensland",-15.790138,145.29277
"Cyperus isabellinus","Queensland",-27.323425,149.892784
"Cordyline congesta","Queensland",-28.118056,153.313611
"Sorghum nitidum","Queensland",-24.890085,151.876063
"Eucalyptus orgadophila","Queensland",-19.423468,144.3428
"Endiandra wolfei","Queensland",-15.790138,145.29277
"Cynometra lenticellata","Queensland",-12.790161,143.342783
"Zostera capricorni","Queensland",-27.740068,153.442732
"Cryptocarya oblata","Queensland",-16.458333,145.208333
"Haplopteris ensiformis","Queensland",-16.440137,145.259439
"Dendrophthoe homoplastica","Queensland",-18.756799,144.592792
"Rubus parvifolius","Queensland",-27.390069,153.126061
"Callitris columellaris","Queensland",-12.756827,143.176116
"Capparis quiniflora","Queensland",-14.256815,144.42611
"Eucalyptus staigeriana","Queensland",-16.256806,144.759446
"Psydrax lamprophylla","Queensland",-13.673489,143.342786
"Enneapogon pallidus","Queensland",-17.973487,141.492825
"Elaeocarpus ferruginiflorus","Queensland",-16.458333,145.208333
"Guioa lasioneura","Queensland",-16.056804,145.209439
"Syzygium hodgkinsoniae","Queensland",-26.777778,152.878611
"Eucalyptus pachycalyx","Queensland",-17.373467,145.292777
"Themeda triandra","Queensland",-28.006741,152.25942
"Castanospermum australe","Queensland",-16.02347,145.342773
"Schoenus paludosus","Queensland",-26.073403,153.076054
"Syzygium bamagense","Queensland",-12.756827,143.342783
"Melaleuca saligna","Queensland",-14.80681,144.842774
"Tabernaemontana pandacaqui","Queensland",-17.690127,146.109433
"Ceratopetalum hylandii","Queensland",-16.458333,145.208333
"Austrobaileya scandens","Queensland",-16.456804,145.226106
"Lomaria nuda","Queensland",-16.440137,145.259439
"Actinotrichia fragilis","Queensland",-23.806743,152.309388
"Crispiloba disperma","Queensland",-15.806805,145.359437
"Cyperus laevis","Queensland",-26.573403,153.092724
"Leptospermum polygalifolium","Queensland",-28.2234,153.27607
"Hannafordia shanesii","Queensland",-20.090116,146.926111
"Myrsine porosa","Queensland",-13.673489,143.342786
"Legnephora moorei","Queensland",-27.523405,152.926073
"Micraira subulifolia","Queensland",-17.140131,145.559437
"Hibbertia melhanioides","Queensland",-17.140131,145.809437
"Burmannia disticha","Queensland",-26.123403,153.076054
"Doryopteris concolor","Queensland",-17.173465,145.509437
"Gardenia scabrella","Queensland",-12.706827,143.342783
"Argyrodendron polyandrum","Queensland",-16.02347,145.342773
"Melaleuca fluviatilis","Queensland",-20.173449,146.759444
"Ricinocarpos pinifolius","Queensland",-25.090081,152.259392
"Beilschmiedia collina","Queensland",-17.173465,145.592771
"Acacia galioides","Queensland",-20.723462,145.192799
"Ricinocarpos pinifolius","Queensland",-26.840074,152.976064
"Pyrrosia longifolia","Queensland",-12.756827,143.25945
"Ryparosa kurrangii","Queensland",-16.135415,145.441662
"Boronia repanda","Queensland",-28.573411,151.876101
"Machaerina teretifolia","Queensland",-25.073414,152.259392
"Leptaspis banksii","Queensland",-12.673494,143.25945
"Galactia longifolia","Queensland",-25.691667,150.908333
"Asteromyrtus symphyocarpa","Queensland",-15.508333,144.291667
"Ternstroemia cherryi","Queensland",-16.17347,145.176106
"Chloris pectinata","Queensland",-20.306821,140.092852
"Trentepohlia abietina","Queensland",-18.606792,145.809448
"Eucalyptus baileyana","Queensland",-27.556735,153.059399
"Melaleuca linariifolia","Queensland",-27.590068,153.126065
"Banksia spinulosa","Queensland",-26.925,152.941667
"Melicope bonwickii","Queensland",-17.340131,145.509437
"Setaria surgens","Queensland",-17.890154,141.209491
"Abrodictyum obscurum","Queensland",-16.440137,145.259439
"Eucalyptus approximans","Queensland",-28.290071,152.709411
"Diospyros peninsularis","Queensland",-12.590161,143.342783
"Flindersia schottiana","Queensland",-12.590161,143.30945
"Linospadix minor","Queensland",-17.256798,145.842771
"Eremophila deserti","Queensland",-27.340081,151.809419
"Goodenia mystrophylla","Queensland",-27.540068,153.176065
"Cryptocarya lividula","Queensland",-15.823472,145.309437
"Alternanthera angustifolia","Queensland",-20.090116,146.926111
"Dichapetalum papuanum","Queensland",-17.323465,145.509437
"Podocarpus grayae","Queensland",-13.540156,143.476119
"Notothixos subaureus","Queensland",-27.390069,153.126061
"Eucalyptus eugenioides","Queensland",-26.823415,151.542747
"Piper caninum","Queensland",-16.140137,145.459439
"Arachniodes aristata","Queensland",-17.173465,145.592771
"Persoonia falcata","Queensland",-14.256815,144.42611
"Eucalyptus melliodora","Queensland",-28.190074,152.242753
"Ipomoea tiliifolia","Queensland",-28.091667,153.458333
"Mischocarpus macrocarpus","Queensland",-16.440137,145.259439
"Endiandra montana","Queensland",-16.456804,145.109439
"Cupaniopsis anacardioides","Queensland",-27.390069,153.126061
"Melodorum leichhardtii","Queensland",-20.173449,146.759444
"Desmodium varians","Queensland",-25.691667,150.858333
"Cryptocarya angulata","Queensland",-16.456804,145.109439
"Eucalyptus brownii","Queensland",-20.173461,145.842793
"Pittosporum revolutum","Queensland",-27.540068,153.059399
"Acacia platycarpa","Queensland",-17.99015,141.94282
"Atractocarpus merikin","Queensland",-16.573469,145.276108
"Corymbia nesophila","Queensland",-15.173473,145.092769
"Myrsine ireneae","Queensland",-16.440137,145.259439
"Gompholobium latifolium","Queensland",-27.540068,153.109399
"Banksia spinulosa","Queensland",-27.590068,153.176065
"Motherwellia haplosciadea","Queensland",-16.456804,145.209439
"Eragrostis sororia","Queensland",-27.590068,153.092732
"Alloteropsis semialata","Queensland",-17.906817,141.759486
"Idiospermum australiense","Queensland",-16.17347,145.426106
"Pittosporum venulosum","Queensland",-18.423458,146.259438
"Denhamia cunninghamii","Queensland",-17.973484,141.509486
"Trentepohlia arborum","Queensland",-17.356798,145.942771
"Hibiscus divaricatus","Queensland",-22.923422,150.709405
"Eremophila longifolia","Queensland",-18.006816,141.792822
"Gmelina fasciculiflora","Queensland",-17.340131,145.509437
"Amomum dallachyi","Queensland",-16.006804,145.409439
"Myrsine subsessilis","Queensland",-16.940133,145.892768
"Dalbergia candenatensis","Queensland",-16.256804,145.426106
"Mischocarpus lachnocarpus","Queensland",-15.823472,145.309437
"Gymnostachys anceps","Queensland",-17.340131,145.759437
"Phyllanthus collinus","Queensland",-17.206798,145.809437
"Alectryon subcinereus","New South Wales",-28.256734,153.242737
"Pleioluma singuliflora","Queensland",-17.256798,145.842771
"Melodinus australis","Queensland",-17.173465,145.592771
"Melaleuca quinquenervia","Queensland",-16.140137,145.326106
"Eucalyptus cloeziana","Queensland",-26.140075,152.842726
"Syzygium endophloium","Queensland",-17.423465,145.509437
"Corynocarpus cribbianus","Queensland",-15.823472,145.309437
"Melaleuca nervosa","Queensland",-14.256815,144.42611
"Homalium brachybotrys","Queensland",-16.506802,145.176108
"Niemeyera discolor","Queensland",-16.458333,145.208333
"Syzygium hemilamprum","Queensland",-17.256798,145.842771
"Cryptocarya leucophylla","Queensland",-16.458333,145.208333
"Canavalia papuana","Queensland",-20.406773,148.576082
"Adiantum hispidulum","Queensland",-18.423458,146.259438
"Schistocarpaea johnsonii","Queensland",-16.106804,145.459439
"Xanthorrhoea latifolia","Queensland",-18.040125,146.059438
