"species","stateProvince","decimalLatitude","decimalLongitude"
"Pimelea microcephala","South Australia",-31.1278,138.5164
"Nephrolepis obliterata","Northern Territory",-12.87,132.78
"Lithomyrtus kakaduensis","Northern Territory",-13.73,132.67
"Acacia pickardii","South Australia",-27.28,138.75
"Lomandra filiformis","Victoria",-37.6672,145.8997
"Solanum karsense","New South Wales",-32.48,142.35
"Dendrobium kingianum","New South Wales",-28.57,153.35
"Aristida jerichoensis","Queensland",-23.67,148.08
"Ludwigia peploides","South Australia",-27.2,140.18
"Euchiton sphaericus","New South Wales",-34.57,143.92
"Opilia amentacea","Northern Territory",-13.35,131.08
"Cyperus laevigatus","New South Wales",-29.1,153.43
"Eucalyptus coolabah","New South Wales",-30.05,149.25
"Acacia beckleri","New South Wales",-31.28,142.3
"Vittadinia muelleri","Australian Capital Territory",-35.3,149.12
"Passiflora herbertiana","New South Wales",-28.35,152.72
"Pultenaea villosa","New South Wales",-32.58,151.92
"Fimbristylis stenostachya","Northern Territory",-14.87,135.73
"Alyxia ruscifolia","New South Wales",-30.9,153.08
"Drosera indica","Northern Territory",-22.8,131.55
"Anemocarpa saxatilis","Northern Territory",-22.3,131.3
"Sclerolaena johnsonii","Northern Territory",-22.85,132.55
"Glycine clandestina","Victoria",-36.32,146.22
"Acacia ixiophylla","New South Wales",-29.95,151.03
"Austrocallerya megasperma","New South Wales",-28.78,153.33
"Acacia linifolia","New South Wales",-34.33,150.57
"Eucalyptus dives","New South Wales",-36.37,148.18
"Atriplex holocarpa","New South Wales",-32.55,143.05
"Lindsaea media","Northern Territory",-12.37,136.7
"Pimelea gigandra","New South Wales",-28.55,153.27
"Maireana pyramidata","New South Wales",-34.35,144.27
"Acacia murrayana","New South Wales",-29.42,146.12
"Alsophila leichhardtiana","New South Wales",-28.57,153.28
"Atriplex lobativalvis","New South Wales",-29.27,143.13
"Euphrasia collina","New South Wales",-36.28,148.37
"Comesperma retusum","Tasmania",-42.92,146.42
"Vincetoxicum floribundum","South Australia",-27.7,140.18
"Passiflora herbertiana","Queensland",-28.3,152.92
"Hakea teretifolia","New South Wales",-35.17,150.27
"Acacia trinervata","New South Wales",-33.48,150.82
"Boronia parviflora","New South Wales",-30.92,153.05
"Bridelia leichhardtii","Queensland",-18.25,144.75
"Eucalyptus glomericassis","Northern Territory",-12.32,133.23
"Themeda triandra","Victoria",-37.6206,145.2172
"Acacia glaucocarpa","Queensland",-23.73,147.42
"Austrostipa drummondii","Victoria",-34.4,141.43
"Goodenia glabra","New South Wales",-33.93,145.9
"Eucalyptus pyrocarpa","New South Wales",-30.22,152.97
"Solanum esuriale","New South Wales",-30.4542,149.8872
"Plantago gaudichaudii","New South Wales",-30.32,152.4
"Cymbopogon ambiguus","Northern Territory",-11.2,136.72
"Calanthe triplicata","New South Wales",-28.4,153.27
"Poa sieberiana","Australian Capital Territory",-35.4,149.07
"Grevillea sessilis","Queensland",-20.75,145.17
"Rytidosperma setaceum","New South Wales",-35.9,147
"Brachyscome aculeata","New South Wales",-36.38,148.48
"Scleranthus brockiei","New South Wales",-35.73,149.28
"Bossiaea ensata","New South Wales",-30.88,153.08
"Acacia aneura","New South Wales",-31.47,141.33
"Acacia holosericea","Queensland",-19.33,144.75
"Racopilum cuspidigerum","New South Wales",-28.28,153.45
"Gossia myrsinocarpa","Queensland",-17.33,145.58
"Ruppia polycarpa","Tasmania",-42.75,147.22
"Poa phillipsiana","Victoria",-37.25,146.8
"Acacia continua","New South Wales",-33.05,145.43
"Xyris juncea","New South Wales",-29.1,153.43
"Gomphrena canescens","Western Australia",-20.3089,118.6075
"Eucalyptus microcarpa","South Australia",-32.72,138.1
"Lomandra longifolia","New South Wales",-33.58,151.32
"Sclerolaena deserticola","Northern Territory",-22.75,131.02
"Jacksonia aculeata","Western Australia",-19.67,127.92
"Stypandra glauca","Victoria",-37.2431,142.35
"Allocasuarina littoralis","New South Wales",-33.73,150.5
"Eucalyptus glomericassis","Northern Territory",-12.32,133.23
"Lygodium microphyllum","New South Wales",-29.15,153.43
"Sclerolaena johnsonii","New South Wales",-29.07,141.5
"Acacia gladiiformis","New South Wales",-33.32,149.65
"Dendroconche scandens","New South Wales",-35.15,150.28
"Grevillea sphacelata","New South Wales",-34.32,150.57
"Dillwynia cinerascens","Victoria",-37.62269,145.21875
"Hibbertia obtusifolia","New South Wales",-31.28,148.98
"Scaevola graminea","Northern Territory",-23.28,131.3
"Pseudoraphis spinescens","Queensland",-23.62,147.58
"Atriplex spongiosa","Queensland",-25.83,140.5
"Leptospermum trinervium","New South Wales",-35.88,149.98
"Pterostylis decurva","New South Wales",-33.9706,150.0567
"Eucalyptus consideniana","New South Wales",-35.35,150.27
"Atriplex velutinella","South Australia",-26.63,139.27
"Atriplex semibaccata","New South Wales",-33.88,146.07
"Goodenia gibbosa","Northern Territory",-24.8,129.3333
"Chiloglottis diphylla","New South Wales",-33.73,150.33
"Hibiscus krichauffianus","New South Wales",-32.18,142.25
"Aotus lanigera","New South Wales",-29.47,153.2
"Bedfordia arborescens","New South Wales",-35.53,149.53
"Enchylaena tomentosa","New South Wales",-34.33,143.25
"Acacia leiocalyx","New South Wales",-30.07,153.18
"Livistona alfredii","Queensland",-16.18,145.43
"Grevillea buxifolia","New South Wales",-33.64855,151.230864
"Cassinia laevis","New South Wales",-34.08,148.23
"Juncus articulatus","Victoria",-35.93,143.8
"Acacia ptychoclada","New South Wales",-33.63,150.32
"Acacia burkittii","New South Wales",-32.97,141.32
"Maireana aphylla","New South Wales",-34.38,145.03
"Poranthera ericifolia","New South Wales",-33.72,150.37
"Banksia neoanglica","New South Wales",-28.4,153.27
"Nitraria billardierei","New South Wales",-34.37,144.27
"Macadamia integrifolia","Queensland",-27.17,152.67
"Acronychia oblongifolia","New South Wales",-34.77,150.7
"Cathormion umbellatum","Queensland",-12.58,143.42
"Ochrosperma citriodorum","New South Wales",-29.1,153.43
"Acacia sibirica","Northern Territory",-22.27,137.92
"Plantago hispida","New South Wales",-33.9706,150.0567
"Dysphania kalpari","New South Wales",-29.3,145.07
"Acacia mountfordiae","Northern Territory",-12.33,133
"Eucalyptus effusa","Western Australia",-32.05,122.93
"Tortula truncata","New South Wales",-28.38,153.3
"Lagenophora stipitata","Australian Capital Territory",-35.4,148.82
"Eucalyptus burgessiana","New South Wales",-35.1,150.15
"Fimbristylis ferruginea","Northern Territory",-11.35,132.58
"Allocasuarina littoralis","Queensland",-18.45,146.32
"Platylobium montanum","New South Wales",-35.75,148
"Tribulus occidentalis","Northern Territory",-24.57,130.18
"Boronia fraseri","New South Wales",-35.12,150.33
"Leionema diosmeum","New South Wales",-35.12,149.93
"Acacia gunnii","New South Wales",-33.08,149.18
"Aristotelia peduncularis","Tasmania",-42.9,147.22
"Eucalyptus herbertiana","Northern Territory",-12.85,134.53
"Diplachne fusca","New South Wales",-32.9,144.53
"Melaleuca squarrosa","Victoria",-37.28,142.57
"Licuala ramsayi","Queensland",-17.33,145.92
"Laccospadix australasicus","Queensland",-16.5,145.25
"Baeckea linifolia","New South Wales",-30.92,153.05
"Atriplex limbata","New South Wales",-32.7,141.62
"Bauera rubioides","New South Wales",-33.65,151.25
"Prostanthera stenophylla","New South Wales",-32.8,149.98
"Ranunculus graniticola","New South Wales",-36.23,148.53
"Pultenaea foliolosa","New South Wales",-29.22,151.7
"Dendrobium dolichophyllum","New South Wales",-28.4,153.27
"Solanum hesperium","Western Australia",-25.85,113.08
"Lithotoma axillaris","Victoria",-36.9125,145.64
"Acacia leucolobia","New South Wales",-33.08,149.18
"Comesperma retusum","Tasmania",-42.92,147.28
"Brachyscome rigidula","New South Wales",-35.88,148.45
"Acacia hemsleyi","Queensland",-19.7,139.37
"Chenopodium nitrariaceum","New South Wales",-29.13,149.47
"Eriachne mucronata","Queensland",-25.32,148.65
"Sclerolaena birchii","New South Wales",-29.05,149.28
"Eucalyptus albopurpurea","South Australia",-35.67,137.67
"Leptospermum subglabratum","New South Wales",-35.25,150.18
"Eucalyptus carnea","New South Wales",-32,151.93
"Grevillea baueri","New South Wales",-35.6831,149.5539
"Phyllota phylicoides","New South Wales",-35.6831,149.5539
"Hibbertia circumdans","New South Wales",-32.3,150.23
"Chrysopogon elongatus","Northern Territory",-14.28,135.72
"Baeckea frutescens","New South Wales",-29.15,153.45
"Acacia anceps","South Australia",-33.18,137.25
"Lysiana linearifolia","New South Wales",-29.13,146.75
"Alloteropsis semialata","Queensland",-23.8,149.1
"Lepidosperma globosum","Tasmania",-42.92,147.33
"Stuartina hamata","New South Wales",-33.2,143.67
"Cassinia aculeata","New South Wales",-35.0478,150.1386
"Cycas arnhemica","Northern Territory",-12.85,135.03
"Atriplex muelleri","Queensland",-23.35,148.17
"Atriplex pseudocampanulata","New South Wales",-29.27,143.13
"Eucalyptus melliodora","New South Wales",-31.2,148.8
"Eucalyptus kybeanensis","New South Wales",-36.28,148.25
"Grevillea baueri","New South Wales",-35.18,150.15
"Cyperus gymnocaulos","South Australia",-27.2,140.18
"Scleranthus brockiei","Australian Capital Territory",-35.7,148.8
"Poa sieberiana","Australian Capital Territory",-35.53,148.92
"Acacia chisholmii","Queensland",-21.5,139
"Westringia rigida","New South Wales",-34.43,142.87
"Sclerolaena anisacanthoides","New South Wales",-31.07,141.7
"Phyllota phylicoides","New South Wales",-35.6831,149.5539
"Fimbristylis lanceolata","Northern Territory",-12.72,135.6
"Dampiera lanceolata","New South Wales",-33.05,146.22
"Cansjera leptostachya","Northern Territory",-13.82,136.45
"Lordhowea velleioides","New South Wales",-35.5,150
"Thyridolepis xerophila","Queensland",-23.67,148.08
"Prostanthera staurophylla","New South Wales",-29.32,151.7
"Erechtites quadridentata","Australian Capital Territory",-35.3,149.12
"Syncarpia glomulifera","Queensland",-23.8,149.1
"Peripentadenia mearsii","Queensland",-17.375,145.7583
"Mitrasacme paludosa","Queensland",-23.8,149.1
"Eucalyptus salmonophloia","Western Australia",-31.48,118.33
"Acacia mucronata","Victoria",-37.53,145.33
"Eucalyptus staigeriana","Queensland",-16.2639,144.7544
"Leptospermum grandifolium","New South Wales",-36.27,148.33
"Rytidosperma caespitosum","New South Wales",-33.88,144.88
"Acacia hakeoides","New South Wales",-33.88,146.13
"Crassula sieberiana","New South Wales",-32.13,151.38
"Leucopogon microphyllus","New South Wales",-33.73,150.5
"Plantago varia","Australian Capital Territory",-35.82,149.02
"Hibbertia obtusifolia","New South Wales",-30.85,149.03
"Laccospadix australasicus","Queensland",-16.5,145.25
"Blitum atriplicinum","New South Wales",-34.35,144.27
"Leionema phylicifolium","New South Wales",-36.37,148.48
"Dendrobium pugioniforme","New South Wales",-32.13,151.38
"Tetratheca neglecta","New South Wales",-34.08,151.07
"Kali tragus","New South Wales",-34.37,144.27
"Eucalyptus luehmanniana","New South Wales",-34.15,150.98
"Sesuvium portulacastrum","New South Wales",-31.55,159.05
"Eucalyptus fibrosa","Queensland",-27.28,153.05
"Acacia ptychoclada","New South Wales",-33.63,150.32
"Gahnia filum","Tasmania",-42.8,147.92
"Acacia dorothea","New South Wales",-33.48,150.17
"Marsdenia viridiflora","New South Wales",-30.25,150.25
"Jasminum didymum","New South Wales",-31.2,150.72
"Bulbophyllum exiguum","New South Wales",-28.47,152.53
"Casuarina cunninghamiana","Northern Territory",-14.05,134.08
"Acacia aneura","Northern Territory",-23.45,133.88
"Boronia ledifolia","New South Wales",-29.32,151.7
"Acacia gonocarpa","Northern Territory",-12.57,133
"Dictymia brownii","New South Wales",-28.48,152.78
"Asteromyrtus magnifica","Northern Territory",-12.325,133.2417
"Plantago hedleyi","New South Wales",-31.53,159.08
"Prasophyllum striatum","New South Wales",-33.58,150.23
"Echinopogon ovatus","New South Wales",-35.88,149.55
"Platylobium parviflorum","New South Wales",-30.88,153.07
"Eucalyptus cullenii","Queensland",-17.33,144.67
"Olearia ramulosa","New South Wales",-35.73,149.28
"Acacia pilligaensis","New South Wales",-30.95,149.07
"Mucuna gigantea","New South Wales",-28.22,153.55
"Atriplex muelleri","New South Wales",-30.05,146.85
"Enneapogon avenaceus","New South Wales",-33.88,144.88
"Avicennia marina","New South Wales",-28.53,153.55
"Zealandia pustulata","New South Wales",-31.58,159.08
"Acacia falciformis","New South Wales",-35.35,150.27
"Acacia nanodealbata","Victoria",-37.65,145.53
"Gynatrix pulchella","New South Wales",-33.95,149.97
"Centipeda minima","South Australia",-27.75,140.78
"Sclerolaena holtiana","South Australia",-26.67,135.27
"Eucalyptus crebra","Queensland",-16.83,145.67
"Epaltes cunninghamii","New South Wales",-29.27,143.13
"Tecticornia tenuis","New South Wales",-29.48,144.83
"Eucalyptus crebra","Queensland",-22.87,147.42
"Ewartia nubigena","New South Wales",-36.4583,148.2917
"Eucalyptus stellulata","New South Wales",-33.83,149.83
"Eragrostis brownii","New South Wales",-32.03,150.73
"Gompholobium virgatum","New South Wales",-29.4,153.42
"Solanum rixosum","New South Wales",-28.48,152.78
"Cycas arnhemica","Northern Territory",-12.85,135.03
"Euphrasia bowdeniae","New South Wales",-33.62,150.27
"Chenopodium nitrariaceum","New South Wales",-34.35,144.27
"Acacia bynoeana","New South Wales",-33.700947,150.359361
"Darwinia procera","New South Wales",-33.67,151.17
"Digitaria divaricatissima","Queensland",-23.58,147.62
"Parapolystichum munitum","New South Wales",-28.27,153.5
"Sphaerantia chartacea","Queensland",-15.8186,145.2875
"Rytidosperma setaceum","Tasmania",-42.88,147.37
"Acacia pubirhachis","Queensland",-15.08,145.25
"Eragrostis dielsii","South Australia",-27.72,138.75
"Angophora leiocarpa","Queensland",-23.8,149.13
"Sclerolaena crenata","Northern Territory",-22.78,131.02
"Corymbia jacobsiana","Northern Territory",-12.83,135.3
"Juncus continuus","Queensland",-23.87,149.23
"Eucalyptus microcorys","New South Wales",-28.35,152.7
"Acacia ligulata","Queensland",-25.68,139.93
"Genoplesium eriochilum","New South Wales",-33.58,150.23
"Caladenia catenata","New South Wales",-35.32,150.45
"Acacia lanigera","New South Wales",-32.95,149.1
"Atriplex velutinella","South Australia",-28.37,140.4
"Eucalyptus pachyphylla","Western Australia",-19.67,128.17
"Geijera parviflora","New South Wales",-29.13,149.47
"Eucryphia moorei","New South Wales",-35.57,149.97
"Callistemon pearsonii","Queensland",-23.8,149.08
"Schoenoplectiella dissachantha","Northern Territory",-20.63,135.17
"Livistona muelleri","Queensland",-16.5214,145.4681
"Dendrobium suffusum","New South Wales",-28.57,153.35
"Lagunaria patersonii","New South Wales",-31.58,159.08
"Corymbia eximia","New South Wales",-34.93,150.4
"Cyperus leptocarpus","Northern Territory",-22.8,131.55
"Leptospermum liversidgei","New South Wales",-29.1,153.43
"Enteropogon ramosus","Queensland",-23.68,147.53
"Rytidosperma caespitosum","Victoria",-36.48,144.62
"Adiantum hispidulum","New South Wales",-28.45,152.88
"Nephrolepis obliterata","Northern Territory",-12.42,133.3
"Hibbertia linearis","New South Wales",-32.72,150
"Nicotiana velutina","New South Wales",-33.25,143.62
"Triodia microstachya","Western Australia",-15.42,125.58
"Lobelia pedunculata","New South Wales",-35.53,148.62
"Eucalyptus longifolia","New South Wales",-34.92,150.55
"Haemodorum tenuifolium","New South Wales",-29.1,153.43
"Lithomyrtus cordata","Northern Territory",-13.0583,132.925
"Exocarpos latifolius","New South Wales",-29.12,153.43
"Volkameria inermis","Northern Territory",-14.28,135.72
"Aristida ramosa","Queensland",-25.32,148.65
"Microtis unifolia","New South Wales",-28.57,153.28
"Eucalyptus pyrocarpa","New South Wales",-29.98,153.2
"Kunzea ericoides","Victoria",-36.95,148.27
"Corymbia aparrerinja","Western Australia",-24.67,128.75
"Lepidosperma limicola","New South Wales",-35.15,150.28
"Eucalyptus decorticans","Queensland",-25.5,151.17
"Atriplex limbata","Northern Territory",-22.78,131.02
"Maireana georgei","New South Wales",-30,146.87
"Synoum glandulosum","New South Wales",-32.15,151.38
"Platylobium montanum","New South Wales",-35.65,147.85
"Eucalyptus alaticaulis","Victoria",-37,142.45
"Lomatia fraseri","New South Wales",-36.37,148.28
"Indigofera pratensis","Queensland",-19.12,145.92
"Ozothamnus diotophyllus","New South Wales",-32,146.32
"Leptecophylla parvifolia","New South Wales",-31.5417,149.0792
"Fimbristylis eremophila","Northern Territory",-22.72,130.7
"Corymbia erythrophloia","Queensland",-25.3,150.783333
"Acacia dawsonii","New South Wales",-33.3,149.67
"Acacia genistifolia","New South Wales",-33.6,150.25
"Zeuxine oblonga","New South Wales",-28.53,153.55
"Leptospermum coriaceum","New South Wales",-33.52,143.33
"Eucalyptus planchoniana","New South Wales",-30.28,153.13
